법률규정	항목	내용
특허법(법률)(제20322호)(20240821)	제4장 특허료 및 특허등록 등 <개정 제84조(특허료 등의 반환) ①	"납부된 특허료 및 수수료는 다음 각 호의 어느 하나에 해당하는 경우에만 납부한 자의 청 구에 의하여 반환한다. <개정 2015. 5. 18., 2016. 2. 29., 2016. 3. 29., 2021. 8. 17., 2021. 10. 19.> 특허법
1. 잘못 납부된 특허료 및 수수료
2. 제132조의13제1항에 따른 특허취소결정이나 특허를 무효로 한다는 심결이 확정된 해의 다음 해부터의 특허료 해당분
3. 특허권의 존속기간의 연장등록을 무효로 한다는 심결이 확정된 해의 다음 해부터의 특허료 해당분
4. 특허출원(분할출원, 분리출원, 변경출원 및 제61조에 따른 우선심사의 신청을 한 특허출원은 제외한다) 후 1개월 이내에 그 특허출원을 취하하거나 포기한 경우에 이미 낸 수수료 중 특허출원료 및 특허출원의 우선권 주장 신청 료
5. 출원심사의 청구를 한 이후 다음 각 목 중 어느 하나가 있기 전까지 특허출원을 취하(제53조제4항 또는 제56조제 1항 본문에 따라 취하된 것으로 보는 경우를 포함한다. 이하 이 조에서 같다)하거나 포기한 경우 이미 낸 심사청 구료
가. 제36조제6항에 따른 협의 결과 신고 명령(동일인에 의한 특허출원에 한정한다)
나. 삭제<2021. 8. 17.>
다. 제63조에 따른 거절이유통지
라. 제67조제2항에 따른 특허결정의 등본 송달 5의2. 출원심사의 청구를 한 이후 다음 각 목의 어느 하나에 해당하는 기간 내에 특허출원을 취하하거나 포기한 경 우 이미 낸 심사청구료의 3분의 1에 해당하는 금액
가. 제5호가목에 따른 신고 명령 후 신고기간 만료 전까지
나. 제5호다목에 따른 거절이유통지(제47조제1항제1호에 해당하는 경우로 한정한다) 후 의견서 제출기간 만료 전 까지
6. 특허권을 포기한 해의 다음 해부터의 특허료 해당분
7. 제176조제1항에 따라 특허거절결정 또는 특허권의 존속기간의 연장등록거절결정이 취소된 경우(제184조에 따라 재심의 절차에서 준용되는 경우를 포함하되, 심판 또는 재심 중 제170조제1항에 따라 준용되는 제47조제1항제 1호 또는 제2호에 따른 보정이 있는 경우는 제외한다)에 이미 낸 수수료 중 심판청구료(재심의 경우에는 재심청 구료를 말한다. 이하 이 조에서 같다)
8. 심판청구가 제141조제2항에 따라 결정으로 각하되고 그 결정이 확정된 경우(제184조에 따라 재심의 절차에서 준 용되는 경우를 포함한다)에 이미 낸 심판청구료의 2분의 1에 해당하는 금액
9. 심리의 종결을 통지받기 전까지 제155조제1항에 따른 참가신청을 취하한 경우(제184조에 따라 재심의 절차에서 준용되는 경우를 포함한다)에 이미 낸 수수료 중 참가신청료의 2분의 1에 해당하는 금액
10. 제155조제1항에 따른 참가신청이 결정으로 거부된 경우(제184조에 따라 재심의 절차에서 준용되는 경우를 포 함한다)에 이미 낸 수수료 중 참가신청료의 2분의 1에 해당하는 금액
11. 심리의 종결을 통지받기 전까지 심판청구를 취하한 경우(제184조에 따라 재심의 절차에서 준용되는 경우를 포 함한다)에 이미 낸 수수료 중 심판청구료의 2분의 1에 해당하는 금액"
특허법(법률)(제20322호)(20240821)	제4장 특허료 및 특허등록 등 <개정 제84조(특허료 등의 반환) ②	특허청장 또는 특허심판원장은 납부된 특허료 및 수수료가 제1항 각 호의 어느 하나에 해당하는 경우에는 그 사 실을 납부한 자에게 통지하여야 한다.<개정 2016. 3. 29.>
특허법(법률)(제20322호)(20240821)	제4장 특허료 및 특허등록 등 <개정 제84조(특허료 등의 반환) ③	"제1항에 따른 특허료 및 수수료의 반환청구는 제2항에 따른 통지를 받은 날부터 5년이 지나면 할 수 없다.<개정
2022. 10. 18.> [전문개정 2014. 6. 11.]"
특허법(법률)(제20322호)(20240821)	제4장 특허료 및 특허등록 등 <개정 제85조(특허원부) ①	"특허청장은 특허청에 특허원부를 갖추어 두고 다음 각 호의 사항을 등록한다.
1. 특허권의 설정ㆍ이전ㆍ소멸ㆍ회복ㆍ처분의 제한 또는 존속기간의 연장
2. 전용실시권 또는 통상실시권의 설정ㆍ보존ㆍ이전ㆍ변경ㆍ소멸 또는 처분의 제한
3. 특허권ㆍ전용실시권 또는 통상실시권을 목적으로 하는 질권의 설정ㆍ이전ㆍ변경ㆍ소멸 또는 처분의 제한"
특허법(법률)(제20322호)(20240821)	제4장 특허료 및 특허등록 등 <개정 제85조(특허원부) ②	제1항에 따른 특허원부는 그 전부 또는 일부를 전자적 기록매체 등으로 작성할 수 있다. 특허법
특허법(법률)(제20322호)(20240821)	제4장 특허료 및 특허등록 등 <개정 제85조(특허원부) ③	제1항 및 제2항에서 규정한 사항 외에 등록사항 및 등록절차 등에 관하여 필요한 사항은 대통령령으로 정한다.
특허법(법률)(제20322호)(20240821)	제4장 특허료 및 특허등록 등 <개정 제85조(특허원부) ④	특허발명의 명세서 및 도면, 그 밖에 대통령령으로 정하는 서류는 특허원부의 일부로 본다. [전문개정 2014. 6. 11.]
특허법(법률)(제20322호)(20240821)	제4장 특허료 및 특허등록 등 <개정 제86조(특허증의 발급) ①	특허청장은 특허권의 설정등록을 한 경우에는 산업통상자원부령으로 정하는 바에 따라 특허 권자에게 특허증을 발급하여야 한다.
특허법(법률)(제20322호)(20240821)	제4장 특허료 및 특허등록 등 <개정 제86조(특허증의 발급) ②	특허청장은 특허증이 특허원부나 그 밖의 서류와 맞지 아니하면 신청에 따라 또는 직권으로 특허증을 회수하여 정정발급하거나 새로운 특허증을 발급하여야 한다.
특허법(법률)(제20322호)(20240821)	제4장 특허료 및 특허등록 등 <개정 제86조(특허증의 발급) ③	"특허청장은 다음 각 호의 어느 하나에 해당하는 경우에는 결정, 심결 또는 이전등록에 따른 새로운 특허증을 발 급하여야 한다.<개정 2016. 2. 29.>
1. 특허발명의 명세서 또는 도면의 정정을 인정한다는 취지의 결정 또는 심결이 확정된 경우
2. 제99조의2제2항에 따라 특허권이 이전등록된 경우 [전문개정 2014. 6. 11.]"
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제87조(특허권의 설정등록 및 등록공고) ①	특허권은 설정등록에 의하여 발생한다.
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제87조(특허권의 설정등록 및 등록공고) ②	"특허청장은 다음 각 호의 어느 하나에 해당하는 경우에는 특허권을 설정하기 위한 등록을 하여야 한다.
1. 제79조제1항에 따라 특허료를 냈을 때
2. 제81조제1항에 따라 특허료를 추가로 냈을 때
3. 제81조의2제2항에 따라 특허료를 보전하였을 때
4. 제81조의3제1항에 따라 특허료를 내거나 보전하였을 때
5. 제83조제1항제1호 및 같은 조 제2항에 따라 그 특허료가 면제되었을 때"
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제87조(특허권의 설정등록 및 등록공고) ③	"특허청장은 제2항에 따라 등록한 경우에는 다음 각 호의 사항을 특허공보에 게재하여 등록공고를 하여야 한다. <개정 2016. 2. 29.>
1. 특허권자의 성명 및 주소(법인인 경우에는 그 명칭 및 영업소의 소재지를 말한다)
2. 특허출원번호 및 출원연월일
3. 발명자의 성명 및 주소
4. 특허출원서에 첨부된 요약서
5. 특허번호 및 설정등록연월일
6. 등록공고연월일
7. 제63조제1항 각 호 외의 부분 본문에 따라 통지한 거절이유에 선행기술에 관한 정보(선행기술이 적혀 있는 간행 물의 명칭과 그 밖에 선행기술에 관한 정보의 소재지를 말한다)가 포함된 경우 그 정보
8. 그 밖에 대통령령으로 정하는 사항"
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제87조(특허권의 설정등록 및 등록공고) ④	비밀취급이 필요한 특허발명에 대해서는 그 발명의 비밀취급이 해제될 때까지 그 특허의 등록공고를 보류하여 야 하며, 그 발명의 비밀취급이 해제된 경우에는 지체 없이 제3항에 따라 등록공고를 하여야 한다.
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제87조(특허권의 설정등록 및 등록공고) ⑤	삭제<2016. 2. 29.> [전문개정 2014. 6. 11.]
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제88조(특허권의 존속기간) ①	특허권의 존속기간은 제87조제1항에 따라 특허권을 설정등록한 날부터 특허출원일 후 20년이 되는 날까지로 한다.
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제88조(특허권의 존속기간) ②	정당한 권리자의 특허출원이 제34조 또는 제35조에 따라 특허된 경우에는 제1항의 특허권의 존속기간은 무권리 자의 특허출원일의 다음 날부터 기산한다. [전문개정 2014. 6. 11.] 특허법
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제89조(허가등에 따른 특허권의 존속기간의 연장) ①	특허발명을 실시하기 위하여 다른 법령에 따라 허가를 받거나 등 록 등을 하여야 하고, 그 허가 또는 등록 등(이하 “허가등”이라 한다)을 위하여 필요한 유효성ㆍ안전성 등의 시험으로 인하여 장기간이 소요되는 대통령령으로 정하는 발명인 경우에는 제88조제1항에도 불구하고 그 실시할 수 없었던 기간에 대하여 5년의 기간까지 그 특허권의 존속기간을 한 차례만 연장할 수 있다.
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제89조(허가등에 따른 특허권의 존속기간의 연장) ②	제1항을 적용할 때 허가등을 받은 자에게 책임있는 사유로 소요된 기간은 제1항의 “실시할 수 없었던 기간”에 포 함되지 아니한다. [전문개정 2014. 6. 11.]
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제89조(허가등에 따른 특허권의 존속기간의 연장) ①	특허발명을 실시하기 위하여 다른 법령에 따라 허가를 받거나 등 록 등을 하여야 하고, 그 허가 또는 등록 등(이하 “허가등”이라 한다)을 위하여 필요한 유효성ㆍ안전성 등의 시험으로 인하여 장기간이 소요되는 대통령령으로 정하는 발명인 경우에는 제88조제1항에도 불구하고 그 실시할 수 없었던 기간에 대하여 5년의 기간까지 그 특허권의 존속기간(제92조의5제2항에 따라 특허권의 존속기간의 연장이 등록된 경우에는 그 연장된 날까지를 말한다 )을 한 차례만 연장할 수 있다. 다만, 허가등을 받은 날부터 14년을 초과하여 연 장할 수 없다. <개정 2025. 1. 21.>
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제89조(허가등에 따른 특허권의 존속기간의 연장) ②	제1항을 적용할 때 허가등을 받은 자에게 책임있는 사유로 소요된 기간은 제1항의 “실시할 수 없었던 기간”에 포 함되지 아니한다. [전문개정 2014. 6. 11.] [시행일: 2025. 7. 22.] 제89조
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제90조(허가등에 따른 특허권의 존속기간의 연장등록출원) ①	"제89조제1항에 따라 특허권의 존속기간의 연장등록출원 을 하려는 자(이하 이 조 및 제91조에서 “연장등록출원인”이라 한다)는 다음 각 호의 사항을 적은 특허권의 존속기간 의 연장등록출원서를 특허청장에게 제출하여야 한다.
1. 연장등록출원인의 성명 및 주소(법인인 경우에는 그 명칭 및 영업소의 소재지)
2. 연장등록출원인의 대리인이 있는 경우에는 그 대리인의 성명 및 주소나 영업소의 소재지[대리인이 특허법인ㆍ특 허법인(유한)인 경우에는 그 명칭, 사무소의 소재지 및 지정된 변리사의 성명]
3. 연장대상특허권의 특허번호 및 연장대상청구범위의 표시
4. 연장신청의 기간
5. 제89조제1항에 따른 허가등의 내용
6. 산업통상자원부령으로 정하는 연장이유(이를 증명할 수 있는 자료를 첨부하여야 한다)"
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제90조(허가등에 따른 특허권의 존속기간의 연장등록출원) ②	제1항에 따른 특허권의 존속기간의 연장등록출원은 제89조제1항에 따른 허가등을 받은 날부터 3개월 이내에 출 원하여야 한다. 다만, 제88조에 따른 특허권의 존속기간의 만료 전 6개월 이후에는 그 특허권의 존속기간의 연장등 록출원을 할 수 없다.
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제90조(허가등에 따른 특허권의 존속기간의 연장등록출원) ③	특허권이 공유인 경우에는 공유자 모두가 공동으로 특허권의 존속기간의 연장등록출원을 하여야 한다.
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제90조(허가등에 따른 특허권의 존속기간의 연장등록출원) ④	제1항에 따른 특허권의 존속기간의 연장등록출원이 있으면 그 존속기간은 연장된 것으로 본다. 다만, 그 출원에 관하여 제91조의 연장등록거절결정이 확정된 경우에는 그러하지 아니하다.
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제90조(허가등에 따른 특허권의 존속기간의 연장등록출원) ⑤	특허청장은 제1항에 따른 특허권의 존속기간의 연장등록출원이 있으면 제1항 각 호의 사항을 특허공보에 게재 하여야 한다.
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제90조(허가등에 따른 특허권의 존속기간의 연장등록출원) ⑥	연장등록출원인은 특허청장이 연장등록여부결정등본을 송달하기 전까지 연장등록출원서에 적혀 있는 사항 중 제1항제3호부터 제6호까지의 사항(제3호 중 연장대상특허권의 특허번호는 제외한다)에 대하여 보정할 수 있다. 다 만, 제93조에 따라 준용되는 거절이유통지를 받은 후에는 해당 거절이유통지에 따른 의견서 제출기간에만 보정할 수 있다. [전문개정 2014. 6. 11.]
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제90조(허가등에 따른 특허권의 존속기간의 연장등록출원) ①	"제89조제1항에 따라 특허권의 존속기간의 연장등록출원 을 하려는 자(이하 이 조 및 제91조에서 “연장등록출원인”이라 한다)는 다음 각 호의 사항을 적은 특허권의 존속기간 특허법 의 연장등록출원서를 특허청장에게 제출하여야 한다.
1. 연장등록출원인의 성명 및 주소(법인인 경우에는 그 명칭 및 영업소의 소재지)
2. 연장등록출원인의 대리인이 있는 경우에는 그 대리인의 성명 및 주소나 영업소의 소재지[대리인이 특허법인ㆍ특 허법인(유한)인 경우에는 그 명칭, 사무소의 소재지 및 지정된 변리사의 성명]
3. 연장대상특허권의 특허번호 및 연장대상청구범위의 표시
4. 연장신청의 기간
5. 제89조제1항에 따른 허가등의 내용
6. 산업통상자원부령으로 정하는 연장이유(이를 증명할 수 있는 자료를 첨부하여야 한다)"
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제90조(허가등에 따른 특허권의 존속기간의 연장등록출원) ②	제1항에 따른 특허권의 존속기간의 연장등록출원은 제89조제1항에 따른 허가등을 받은 날부터 3개월 이내에 출 원하여야 한다. 다만, 제88조에 따른 특허권의 존속기간의 만료 전 6개월 이후에는 그 특허권의 존속기간의 연장등 록출원을 할 수 없다.
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제90조(허가등에 따른 특허권의 존속기간의 연장등록출원) ③	특허권이 공유인 경우에는 공유자 모두가 공동으로 특허권의 존속기간의 연장등록출원을 하여야 한다.
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제90조(허가등에 따른 특허권의 존속기간의 연장등록출원) ④	제1항에 따른 특허권의 존속기간의 연장등록출원이 있으면 그 존속기간은 연장된 것으로 본다. 다만, 그 출원에 관하여 제91조의 연장등록거절결정이 확정된 경우에는 그러하지 아니하다.
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제90조(허가등에 따른 특허권의 존속기간의 연장등록출원) ⑤	특허청장은 제1항에 따른 특허권의 존속기간의 연장등록출원이 있으면 제1항 각 호의 사항을 특허공보에 게재 하여야 한다.
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제90조(허가등에 따른 특허권의 존속기간의 연장등록출원) ⑥	연장등록출원인은 특허청장이 연장등록여부결정등본을 송달하기 전까지 연장등록출원서에 적혀 있는 사항 중 제1항제3호부터 제6호까지의 사항(제3호 중 연장대상특허권의 특허번호는 제외한다)에 대하여 보정할 수 있다. 다 만, 제93조에 따라 준용되는 거절이유통지를 받은 후에는 해당 거절이유통지에 따른 의견서 제출기간에만 보정할 수 있다.
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제90조(허가등에 따른 특허권의 존속기간의 연장등록출원) ⑦	하나의 허가등에 대하여 둘 이상의 특허권이 있는 경우에는 연장등록출원인은 그 중 하나의 특허권에 대해서만 존속기간의 연장등록출원을 하여야 하고, 하나의 허가등에 대하여 둘 이상의 특허권에 대한 존속기간의 연장등록출 원이 있는 경우에는 어느 특허권의 존속기간도 연장할 수 없다.<신설 2025. 1. 21.>
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제90조(허가등에 따른 특허권의 존속기간의 연장등록출원) ⑧	"특허권의 존속기간의 연장등록출원이 다음 각 호의 어느 하나에 해당하는 경우 그 출원은 제7항을 적용할 때는 처음부터 없었던 것으로 본다.<신설 2025. 1. 21.>
1. 포기, 무효 또는 취하된 경우
2. 거절결정이나 거절한다는 취지의 심결이 확정된 경우 [전문개정 2014. 6. 11.] [시행일: 2025. 7. 22.] 제90조"
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제91조(허가등에 따른 특허권의 존속기간의 연장등록거절결정)	"심사관은 제90조에 따른 특허권의 존속기간의 연장등 록출원이 다음 각 호의 어느 하나에 해당하는 경우에는 그 출원에 대하여 연장등록거절결정을 하여야 한다.
1. 그 특허발명의 실시가 제89조제1항에 따른 허가등을 받을 필요가 있는 것으로 인정되지 아니하는 경우
2. 그 특허권자 또는 그 특허권의 전용실시권이나 등록된 통상실시권을 가진 자가 제89조제1항에 따른 허가등을 받 지 아니한 경우
3. 연장신청의 기간이 제89조에 따라 인정되는 그 특허발명을 실시할 수 없었던 기간을 초과하는 경우
4. 연장등록출원인이 해당 특허권자가 아닌 경우
5. 제90조제3항을 위반하여 연장등록출원을 한 경우 [전문개정 2014. 6. 11.]"
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제91조(허가등에 따른 특허권의 존속기간의 연장등록거절결정)	"심사관은 제90조에 따른 특허권의 존속기간의 연장등 록출원이 다음 각 호의 어느 하나에 해당하는 경우에는 그 출원에 대하여 연장등록거절결정을 하여야 한다. <개정
2025. 1. 21.>
1. 그 특허발명의 실시가 제89조제1항에 따른 허가등을 받을 필요가 있는 것으로 인정되지 아니하는 경우 특허법
2. 그 특허권자 또는 그 특허권의 전용실시권이나 등록된 통상실시권을 가진 자가 제89조제1항에 따른 허가등을 받 지 아니한 경우
3. 연장신청의 기간이 제89조에 따라 인정되는 연장의 기간을 초과하는 경우
4. 연장등록출원인이 해당 특허권자가 아닌 경우
5. 제90조제3항을 위반하여 연장등록출원을 한 경우
6. 제90조제7항을 위반하여 하나의 허가등에 대하여 둘 이상의 특허권에 대한 존속기간의 연장등록출원을 한 경우 [전문개정 2014. 6. 11.] [시행일: 2025. 7. 22.] 제91조"
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제92조(허가등에 따른 특허권의 존속기간의 연장등록결정 등) ①	심사관은 제90조에 따른 특허권의 존속기간의 연장등 록출원에 대하여 제91조 각 호의 어느 하나에 해당하는 사유를 발견할 수 없을 때에는 연장등록결정을 하여야 한다.
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제92조(허가등에 따른 특허권의 존속기간의 연장등록결정 등) ②	"특허청장은 제1항에 따른 연장등록결정을 한 경우에는 특허권의 존속기간의 연장을 특허원부에 등록하여야 한
다."
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제92조(허가등에 따른 특허권의 존속기간의 연장등록결정 등) ③	"특허청장은 제2항에 따른 등록을 한 경우에는 다음 각 호의 사항을 특허공보에 게재하여야 한다.
1. 특허권자의 성명 및 주소(법인인 경우에는 그 명칭 및 영업소의 소재지)
2. 특허번호
3. 연장등록의 연월일
4. 연장기간
5. 제89조제1항에 따른 허가등의 내용 [전문개정 2014. 6. 11.]  제92조의2(등록지연에 따른 특허권의 존속기간의 연장)"
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제92조(허가등에 따른 특허권의 존속기간의 연장등록결정 등) ①	특허출원에 대하여 특허출원일부터 4년과 출원심사 청구일 부터 3년 중 늦은 날보다 지연되어 특허권의 설정등록이 이루어지는 경우에는 제88조제1항에도 불구하고 그 지연된 기간만큼 해당 특허권의 존속기간을 연장할 수 있다.
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제92조(허가등에 따른 특허권의 존속기간의 연장등록결정 등) ②	제1항의 규정을 적용함에 있어서 출원인으로 인하여 지연된 기간은 제1항에 따른 특허권의 존속기간의 연장에 서 제외된다. 다만, 출원인으로 인하여 지연된 기간이 겹치는 경우에는 특허권의 존속기간의 연장에서 제외되는 기 간은 출원인으로 인하여 실제 지연된 기간을 초과하여서는 아니된다.
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제92조(허가등에 따른 특허권의 존속기간의 연장등록결정 등) ③	제2항에서 “출원인으로 인하여 지연된 기간”에 관한 사항은 대통령령으로 정한다.
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제92조(허가등에 따른 특허권의 존속기간의 연장등록결정 등) ④	"제1항에 따라 특허출원일부터 4년을 기산할 때에는 제34조, 제35조, 제52조제2항, 제52조의2제2항, 제53조제 2항, 제199조제1항 및 제214조제4항에도 불구하고 다음 각 호에 해당하는 날을 특허출원일로 본다.<개정 2021. 10.
19.>
1. 제34조 또는 제35조에 따른 정당한 권리자의 특허출원의 경우에는 정당한 권리자가 출원을 한 날
2. 제52조에 따른 분할출원의 경우에는 분할출원을 한 날 2의2. 제52조의2에 따른 분리출원의 경우에는 분리출원을 한 날
3. 제53조에 따른 변경출원의 경우에는 변경출원을 한 날
4. 제199조제1항에 따라 특허출원으로 보는 국제출원의 경우에는 제203조제1항 각 호의 사항을 기재한 서면을 제 출한 날
5. 제214조에 따라 특허출원으로 보는 국제출원의 경우에는 국제출원의 출원인이 제214조제1항에 따라 결정을 신 청한 날
6. 제1호부터 제5호까지의 규정 중 어느 하나에 해당되지 아니하는 특허출원에 대하여는 그 특허출원일 [본조신설 2011. 12. 2.]  제92조의3(등록지연에 따른 특허권의 존속기간의 연장등록출원)"
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제92조(허가등에 따른 특허권의 존속기간의 연장등록결정 등) ①	"제92조의2에 따라 특허권의 존속기간의 연장등록 출원을 하려는 자(이하 이 조 및 제92조의4에서 “연장등록출원인”이라 한다)는 다음 각 호의 사항을 적은 특허권의 존속기간의 연장등록출원서를 특허청장에게 제출하여야 한다. <개정 2013. 3. 23., 2013. 7. 30.> 특허법
1. 연장등록출원인의 성명 및 주소(법인인 경우에는 그 명칭 및 영업소의 소재지)
2. 연장등록출원인의 대리인이 있는 경우에는 그 대리인의 성명 및 주소나 영업소의 소재지(대리인이 특허법인ㆍ특 허법인(유한)인 경우에는 그 명칭, 사무소의 소재지 및 지정된 변리사의 성명)
3. 연장 대상 특허권의 특허번호
4. 연장신청의 기간
5. 산업통상자원부령이 정하는 연장이유(이를 증명할 수 있는 자료를 첨부하여야 한다)"
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제92조(허가등에 따른 특허권의 존속기간의 연장등록결정 등) ②	제1항에 따른 특허권의 존속기간의 연장등록출원은 특허권의 설정등록일부터 3개월 이내에 출원하여야 한다.
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제92조(허가등에 따른 특허권의 존속기간의 연장등록결정 등) ③	특허권이 공유인 경우에는 공유자 전원이 공동으로 특허권의 존속기간의 연장등록출원을 하여야 한다.
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제92조(허가등에 따른 특허권의 존속기간의 연장등록결정 등) ④	"연장등록출원인은 심사관이 특허권의 존속기간의 연장등록 여부결정 전까지 연장등록출원서에 기재된 사항 중 제1항제4호 및 제5호의 사항에 대하여 보정할 수 있다. 다만, 제93조에 따라 준용되는 거절이유통지를 받은 후에는 해당 거절이유통지에 따른 의견서 제출기간에만 보정할 수 있다. [본조신설 2011. 12. 2.]  제92조의4(등록지연에 따른 특허권의 존속기간의 연장등록거절결정) 심사관은 제92조의3에 따른 특허권의 존속기간의 연장등록출원이 다음 각 호의 어느 하나에 해당하는 경우에는 그 출원에 대하여 연장등록거절결정을 하여야 한다.
1. 연장신청의 기간이 제92조의2에 따라 인정되는 연장의 기간을 초과한 경우
2. 연장등록출원인이 해당 특허권자가 아닌 경우
3. 제92조의3제3항을 위반하여 연장등록출원을 한 경우 [본조신설 2011. 12. 2.]  제92조의5(등록지연에 따른 특허권의 존속기간의 연장등록결정 등)"
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제92조(허가등에 따른 특허권의 존속기간의 연장등록결정 등) ①	심사관은 제92조의3에 따른 특허권의 존속기간 의 연장등록출원에 대하여 제92조의4 각 호의 어느 하나에 해당하는 사유를 발견할 수 없는 경우에는 연장등록결정 을 하여야 한다.
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제92조(허가등에 따른 특허권의 존속기간의 연장등록결정 등) ②	특허청장은 제1항의 연장등록결정이 있으면 특허권의 존속기간의 연장을 특허원부에 등록하여야 한다.
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제92조(허가등에 따른 특허권의 존속기간의 연장등록결정 등) ③	"제2항에 따른 등록이 있으면 다음 각 호의 사항을 특허공보에 게재하여야 한다.
1. 특허권자의 성명 및 주소(법인인 경우에는 그 명칭 및 영업소의 소재지)
2. 특허번호
3. 연장등록 연월일
4. 연장 기간 [본조신설 2011. 12. 2.]"
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제93조(준용규정)	특허권의 존속기간의 연장등록출원의 심사에 관하여는 제57조제1항, 제63조, 제67조, 제148조제1호 부터 제5호까지 및 같은 조 제7호를 준용한다. [전문개정 2011. 12. 2.]
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제93조(준용규정)	특허권의 존속기간의 연장등록출원의 심사에 관하여는 제57조제1항, 제63조, 제67조, 제78조제1항ㆍ 제3항, 제148조제1호부터 제5호까지 및 같은 조 제7호를 준용한다. 이 경우 제78조제1항 중 “특허취소신청에 대한 결정”은 “제92조의4 및 제92조의5에 따른 연장등록거절결정 또는 연장등록결정”으로, “그 심사절차”는 “허가등에 따 른 연장등록출원 심사 절차”로 본다. <개정 2025. 1. 21.> [전문개정 2011. 12. 2.] [시행일: 2025. 7. 22.] 제93조
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제94조(특허권의 효력) ①	특허권자는 업으로서 특허발명을 실시할 권리를 독점한다. 다만, 그 특허권에 관하여 전용실 시권을 설정하였을 때에는 제100조제2항에 따라 전용실시권자가 그 특허발명을 실시할 권리를 독점하는 범위에서 는 그러하지 아니하다. <개정 2019. 12. 10.> 특허법
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제94조(특허권의 효력) ②	"특허발명의 실시가 제2조제3호나목에 따른 방법의 사용을 청약하는 행위인 경우 특허권의 효력은 그 방법의 사 용이 특허권 또는 전용실시권을 침해한다는 것을 알면서 그 방법의 사용을 청약하는 행위에만 미친다.<신설 2019.
12. 10.> [전문개정 2014. 6. 11.]"
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제95조(허가등에 따른 존속기간이 연장된 경우의 특허권의 효력)	제90조제4항에 따라 특허권의 존속기간이 연장된 특 허권의 효력은 그 연장등록의 이유가 된 허가등의 대상물건(그 허가등에 있어 물건에 대하여 특정의 용도가 정하여 져 있는 경우에는 그 용도에 사용되는 물건)에 관한 그 특허발명의 실시 행위에만 미친다. [전문개정 2014. 6. 11.]
특허법(법률)(제20322호)(20240821)	제5장 특허권 <개정 제96조(특허권의 효력이 미치지 아니하는 범위) ①	"특허권의 효력은 다음 각 호의 어느 하나에 해당하는 사항에는 미치 지 아니한다.
1. 연구 또는 시험(「약사법」에 따른 의약품의 품목허가ㆍ품목신고 및 「농약관리법」에 따른 농약의 등록을 위한 연 구 또는 시험을 포함한다)을 하기 위한 특허발명의 실시
2. 국내를 통과하는데 불과한 선박ㆍ항공기ㆍ차량 또는 이에 사용되는 기계ㆍ기구ㆍ장치, 그 밖의 물건
3. 특허출원을 한 때부터 국내에 있는 물건"
