법률규정	항목	내용
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제60조(답변서 등) ②	법 제132조의13제2항, 법 제147조제3항, 법 제154조의2제2항, 법 제154조의2제5항에서 준용하는 「민사소송법」 제164조의2제4항, 법 제156조제2항(법 제132조의9제2항에 따라 준용되는 경우를 포함한다), 법 제159조제1항 또는 법 제170조의 규정에 의하여 의견서를 제출하고자 하는 자는 별지 제24호서식의 의견서를 특허심판원장 또는 심판 장에게 제출해야 한다.<개정 2006. 12. 29., 2017. 2. 28., 2021. 10. 21.> [전문개정 2002. 2. 28.]
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제61조(심판관의 제척신청 등)	"법 제149조 또는 법 제150조제1항(법 제132조의7제2항 또는 법 제154조의2제6항에 따 라 준용되는 경우를 포함한다)에 따라 심판관 또는 전문심리위원의 제척신청 또는 기피신청을 하고자 하는 자는 별 지 제33호서식의 심판사건 신청서를 특허심판원장에게 제출해야 한다. <개정 2006. 12. 29., 2017. 2. 28., 2021. 10.
21.> [전문개정 2002. 2. 28.] [제목개정 2006. 12. 29.]"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제62조(특허취소신청 및 심판의 참가신청) ①	"법 제132조의9제2항에 따라 준용되는 법 제156조에 따라 특허취소신청 참가의 신청을 하려는 자는 별지 제33호서식의 신청서를 특허심판원장 또는 심판장에게 제출하여야 한다. <신설
2017. 2. 28.>"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제62조(특허취소신청 및 심판의 참가신청) ②	법 제156조의 규정에 의하여 심판참가의 신청을 하고자 하는 자는 별지 제33호서식의 신청서를 특허심판원장 또는 심판장에게 제출하여야 한다.<개정 2003. 5. 17., 2006. 12. 29., 2017. 2. 28.> [전문개정 2002. 2. 28.] [제목개정 2017. 2. 28.]
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제63조(증거의 첨부) ①	제57조 및 제60조의 규정에 의한 특허취소신청서ㆍ심판청구서ㆍ답변서ㆍ의견서, 그 밖에 특허 취소신청 또는 심판에 관하여 제출하는 서면에는 필요한 증빙자료를 첨부하여야 한다. <개정 2017. 2. 28.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제63조(증거의 첨부) ②	제1항의 규정에 의한 증빙자료가 서면인 때에는 그 등본을, 도면ㆍ견본 또는 물건인 때에는 실물에 갈음할 수 있 는 복사나 사진을 첨부하여야 한다. 다만, 견본 또는 물건을 추가로 제출하고자 하는 경우에는 심판관련 서류에 견 본 또는 물건을 별도로 제출한다는 취지를 기재하고 별지 제7호서식의 전자문서첨부서류등 물건제출서에 첨부하여 제출하여야 한다.<개정 2003. 5. 17., 2006. 12. 29.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제63조(증거의 첨부) ③	제2항의 규정에 의한 견본에는 그 도면을 첨부하여야 하며 도면을 첨부할 수 없을 때에는 설명서를 첨부하여야 한다.
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제63조(증거의 첨부) ④	법 제157조의 규정에 의한 증거보전 신청을 하고자 하는 자는 별지 제33호서식의 심판사건 신청서를 특허심판원 장 또는 심판장에게 제출하여야 한다.<개정 1998. 2. 23., 2006. 12. 29.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제63조(증거의 첨부) ⑤	"대리인에 의하여 절차를 밟는 경우에는 제4항의 규정에 의한 서식에 그 대리권을 증명하는 서류를 첨부하여야 한
다.<개정 2001. 6. 30.>"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제64조(심사관의 의견서)	"특허심판원장은 특허취소신청 또는 심판을 위하여 필요한 경우 특허청장에게 해당 특허취소 신청서 또는 심판청구서의 부본을 송부하고, 관계심사관의 의견을 제출하도록 특허청장에게 요청할 수 있다. <개정
2017. 2. 28.> [전문개정 2009. 6. 30.]"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제65조(구술심리) ①	법 제154조제1항의 규정에 의하여 구술심리를 하고자 하는 심판의 당사자는 별지 제33호서식의 심판사건 신청서를 특허심판원장 또는 심판장에게 제출하여야 한다. <개정 2002. 2. 28., 2006. 12. 29.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제65조(구술심리) ②	구술심리에 있어서는 국어를 사용하여야 한다.<개정 2001. 6. 30.> [제목개정 2001. 6. 30.] 특허법 시행규칙 제65조의2(증인의 신청 등)
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제65조(구술심리) ①	"증인신문을 신청하고자 하는 심판의 당사자는 별지 제33호서식의 심판사건 신청서에 다 음 각 호의 서류를 첨부하여 특허심판원장 또는 심판장에게 제출하여야 한다. <개정 2006. 12. 29.>
1. 증인신문이 필요한 이유 및 신문요구사항을 기재한 서류 1통
2. 대리인에 의하여 절차를 밟는 경우에는 그 대리권을 증명하는 서류 1통"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제65조(구술심리) ②	현장검증을 신청하고자 하는 심판의 당사자 또는 참가인은 별지 제33호서식의 심판사건 신청서를 특허심판원장 또는 심판장에게 제출하여야 한다.<개정 2006. 12. 29.> [본조신설 2002. 2. 28.]  제65조의3(전문심리위원 후보자의 선정 등)
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제65조(구술심리) ①	"특허심판원장은 심판장이 법 제154조의2제1항에 따라 전문심리위원을 지정할 때 활용하도록 하기 위하여 다음 각 호의 어느 하나에 해당하는 사람 중에서 전문심리위원 후보자(이하 “후 보자”라 한다)를 선정하고 그 명단을 작성ㆍ관리한다.
1. 이공계 분야의 박사 학위를 취득한 사람
2. 이공계 분야의 석사 학위를 취득한 후 관련 기술분야에서 4년 이상 종사한 사람
3. 이공계 분야의 학사 학위를 취득한 후 관련 기술분야에서 6년 이상 종사한 사람
4. 동일ㆍ유사한 기술분야에서 10년 이상 종사한 사람
5. 「국가기술자격법」에 따른 기술사 자격이 있는 사람
6. 그 밖에 전문적인 지식과 경험을 가진 사람으로서 특허심판원장이 특별히 인정하는 사람"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제65조(구술심리) ②	특허심판원장은 후보자 명단을 작성ㆍ관리하기 위하여 필요한 경우에는 후보자를 공개모집하거나 다른 국가기 관, 공공단체, 연구기관 등에 후보자의 추천을 의뢰할 수 있다.
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제65조(구술심리) ③	특허심판원장은 후보자를 선정한 경우에는 선정된 사람에게 선정 사실을 통지하고, 그 후보자를 추천한 기관 또 는 단체가 있는 경우에는 해당 기관 또는 단체에도 그 사실을 통지해야 한다. [본조신설 2021. 10. 21.]  제65조의4(전문심리위원의 지정 등)
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제65조(구술심리) ①	심판장은 법 제154조의2제2항에 따라 전문심리위원을 지정할 때에는 특허심판 원장이 정한 후보자 중에서 지정해야 한다.
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제65조(구술심리) ②	"심판장은 법 제154조의2제5항에 따라 준용되는 「민사소송법」 제164조의3제1항에 따라 전문심리위원이 다음 각 호의 어느 하나에 해당하는 경우에는 심판절차 참여 결정을 취소할 수 있다. 다만, 제1호에 해당하는 경우에는 심판절차 참여 결정을 취소해야 한다.<개정 2022. 7. 1.>
1. 거짓이나 그 밖의 부정한 행위가 있다고 인정되는 경우
2. 심신상의 장애로 전문심리위원의 직무를 수행할 수 없는 경우
3. 전문심리위원으로서 적합하지 않은 행위가 있는 경우
4. 그 밖에 전문심리위원으로 계속 활동하기 어렵다고 인정할 만한 상당한 이유가 있는 경우 [본조신설 2021. 10. 21.]  제65조의5(전문심리위원의 수당 등)"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제65조(구술심리) ①	법 제154조의2제3항에 따라 전문심리위원에게 지급하는 수당과 일당은 예산의 범위에서 특허심판원장이 정한다.
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제65조(구술심리) ②	법 제154조의2제3항에 따라 전문심리위원에게 지급하는 여비와 숙박료는 「공무원 여비 규정」별표 2 제2호에 따라 산정한 금액으로 한다.
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제65조(구술심리) ③	제1항 및 제2항에 따른 전문심리위원의 수당, 일당, 여비 및 숙박료는 국고에서 지급하고 심판비용에는 산입하지 않는다. [본조신설 2021. 10. 21.]  제65조의6(참고인의 선정 등)
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제65조(구술심리) ①	"법 제154조의3제1항에 따른 참고인은 다음 각 호의 어느 하나에 해당하는 사람 중에 서 선정한다. 특허법 시행규칙
1. 심판사건 관련 법률 또는 기술분야에서 전문지식과 실무경험이 있는 사람
2. 국가기관, 연구기관, 대학, 학회 등의 기관 또는 단체에서 추천한 사람"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제65조(구술심리) ②	특허심판원장은 법 제154조의3제1항에 따라 심판사건에 관한 의견서를 제출한 참고인에게 예산의 범위에서 수 당을 지급할 수 있다.
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제65조(구술심리) ③	제2항에 따른 수당은 국고에서 지급하고 심판비용에는 산입하지 않는다.
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제65조(구술심리) ④	당사자는 법 제154조의3제3항에 따라 서면으로 의견을 제출하는 경우 별지 제24호서식에 따른 의견서를 심판장 에게 제출해야 한다. [본조신설 2024. 3. 15.]
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제66조(심리종결의 통지후 제출된 서류) ①	법 제162조제3항의 규정에 의하여 심리의 종결을 통지한 후에 당사자 또는 참가인이 제출한 서류는 이를 심결에 참작하지 아니하며 그 서류는 신청이 있는 경우에 한하여 당사자 또는 참가인 에게 반환한다. 다만, 그 반환전에 법 제162조제4항의 규정에 의하여 심리를 재개한 경우에는 그러하지 아니하다.
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제66조(심리종결의 통지후 제출된 서류) ②	제1항의 규정에 의하여 서류의 반환신청을 하고자 하는 당사자 또는 참가인은 별지 제8호서식의 서류반환신청서 를 특허심판원장 또는 심판장에게 제출하여야 한다.<신설 2002. 2. 28., 2006. 12. 29.>  제66조의2(심리재개) 법 제162조제4항의 규정에 의하여 심리재개를 신청하고자 하는 당사자 또는 참가인은 별지 제 33호서식의 심판사건 신청서를 특허심판원장 또는 심판장에게 제출하여야 한다. <개정 2006. 12. 29.> [본조신설 2002. 2. 28.]
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제67조(특허취소신청 및 심판의 결정서)	"특허취소신청 또는 심판의 결정서(법 제132조의14에 따른 특허취소신청에 대 한 결정서는 제외한다)에는 다음 각 호의 사항을 기재하고 그 결정을 한 심판관이 기명날인하여야 한다. <개정
2001. 6. 30., 2014. 1. 29., 2017. 2. 28.>
1. 특허취소신청번호 또는 심판번호
2. 당사자ㆍ참가인(또는 참가신청인)의 성명 및 주소(법인의 경우에는 그 명칭 및 영업소의 소재지)
3. 당사자ㆍ참가인(또는 참가신청인)의 대리인이 있는 경우에는 각각 그 대리인의 성명 및 주소나 영업소의 소재지 (대리인이 특허법인ㆍ특허법인(유한)인 경우에는 그 명칭, 사무소의 소재지 및 지정된 변리사의 성명)
4. 특허취소신청의 대상이 되는 특허의 표시 또는 심판사건의 표시
5. 결정의 주문 및 그 이유
6. 결정연월일 [제목개정 2017. 2. 28.]  제67조의2(특허취소신청 및 심판의 절차 중지신청) 법 제164조제1항(법 제132조의15에 따라 준용되는 경우를 포함한 다)에 따라 특허취소신청절차 또는 심판절차의 중지를 신청하려는 자는 별지 제33호의2서식의 절차 중지신청서를 심판장에게 제출하여야 한다. [본조신설 2017. 2. 28.]"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제68조(심판비용)	"법 제165조제5항의 규정에 의한 심판 또는 재심에 관한 비용의 금액결정을 청구하고자 하는 자는 별 지 제34호서식의 청구서에 다음 각 호의 서류를 첨부하여 특허심판원장에게 제출하여야 한다. <개정 2006. 12. 29.>
1. 삭제<2002. 2. 28.>
2. 비용계산서 및 그 증빙서류 각 1통
3. 대리인에 의하여 절차를 밟는 경우에는 그 대리권을 증명하는 서류 1통 [전문개정 1998. 12. 31.]"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제69조(심판청구 등의 취하) ①	법 제132조의3제4항 또는 제133조의2제5항(법 제137조제4항에 따라 준용되는 경우를 포함한다)에 따라 정정청구를 취하하려는 경우에는 별지 제12호서식의 취하서를 특허심판원장 또는 심판장에게 제 출하여야 한다. <신설 2017. 2. 28.> 특허법 시행규칙
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제69조(심판청구 등의 취하) ②	심판장은 제1항에 따른 정정청구의 취하가 있을 때에는 이를 심판청구인, 특허권자 및 참가인에게 통지하여야 한다.<신설 2017. 2. 28.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제69조(심판청구 등의 취하) ③	"법 제132조의12제1항 및 제2항 또는 법 제161조제1항 및 제2항에 따라 특허취소신청 또는 심판청구를 취하하려 는 자는 별지 제12호서식의 취하서에 다음 각 호의 서류를 첨부하여 특허심판원장 또는 심판장에게 제출하여야 한
다.<개정 1998. 2. 23., 1998. 12. 31., 2003. 5. 17., 2006. 12. 29., 2017. 2. 28.>
1. 상대방의 동의가 필요한 경우 동의를 증명하는 서류 1통
2. 대리인에 의하여 절차를 밟는 경우에는 그 대리권을 증명하는 서류 1통"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제69조(심판청구 등의 취하) ④	"특허심판원장 또는 심판장은 특허취소신청 또는 심판청구의 취하가 있을 때에는 이를 당사자, 참가인 또는 참가 신청을 하였으나 그 신청이 거부된 자에게 통지하여야 한다.<개정 1998. 2. 23., 2011. 2. 25., 2017. 2. 28., 2017. 9.
22.>"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제69조(심판청구 등의 취하) ⑤	특허취소신청참가인 또는 심판참가인이 그 참가를 취하하려는 경우에는 별지 제12호서식의 취하서를 특허심판 원장 또는 심판장에게 제출하여야 한다.<신설 2002. 2. 28., 2006. 12. 29., 2017. 2. 28.> [제목개정 2002. 2. 28.]  제70조 삭제 <1993. 12. 31.>  제71조 삭제 <1998. 2. 23.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제72조(재심청구)	"법 제178조제1항에 따라 재심의 청구를 하려는 자는 별지 제31호서식의 청구서에 다음 각 호의 서류 를 첨부하여 특허심판원장에게 제출하여야 한다. <개정 1998. 2. 23., 1998. 12. 31., 2003. 5. 17., 2006. 12. 29., 2009.
6. 30.>
1. 삭제<2002. 2. 28.>
2. 특허발명과 대비될 수 있는 설명서(그 설명서에는 특허발명과의 구체적인 대비표를 적어야 한다) 및 필요한 도면 각 1통(권리범위확인심판의 경우에 한정한다) 2의2. 정정명세서 및 도면 1통(정정심판의 경우에 한한다)
3. 대리인에 의하여 절차를 밟는 경우에는 그 대리권을 증명하는 서류 1통 [제목개정 2006. 12. 29.]"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제5장 특허취소신청 및 심판 등 <개정 제73조(준용규정)	"법 제132조의17에 따른 특허거절결정에 대한 심판에 관하여는 제41조 및 제42조를 준용한다. <개정
2017. 2. 28.> [전문개정 2009. 6. 30.]"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제6장 특허협력 제74조(국제출원번호의 표시)	국제출원을 한 후 그 국제출원에 관하여 서류 기타의 물건을 특허청장에게 제출하는 때 에는 그 서류 또는 물건에 국제출원번호를 표시하여야 한다. <개정 2003. 12. 31.> [전문개정 1999. 7. 1.]  제74조의2 삭제 <1999. 7. 1.>  제74조의3 삭제 <1999. 7. 1.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제6장 특허협력 제75조(서류의 사용어)	국제출원에 관하여 특허청장에게 제출하는 서류는 국제출원의 발명의 설명 및 청구범위를 적은 언어(이하 “국제출원의 언어”라 한다)로 작성하여야 한다. 다만, 국적증명서, 법인증명서, 그 밖에 특허청장이 지정하 특허법 시행규칙 는 서류는 그러하지 아니하다. <개정 2014. 12. 30.> [전문개정 2008. 12. 31.]
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제6장 특허협력 제76조(팩스에 의한 서류의 제출) ①	"특허청장에게 국제출원에 관한 서류(출원서, 발명의 설명, 청구범위, 필요한 도면, 요약서 및 그 밖의 서류를 말한다)를 제출하려는 자는 해당 서류를 팩스에 의하여 제출할 수 있다. <개정 2014. 12.
30., 2024. 10. 31.>"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제6장 특허협력 제76조(팩스에 의한 서류의 제출) ②	특허청장은 제1항의 규정에 의하여 팩스에 의하여 제출된 서류에 기재된 사항의 전부 또는 일부가 명확하지 아니 한 경우 또는 그 서류의 일부가 도달되지 아니한 경우에는 그 명확하지 아니한 부분 또는 도달되지 아니한 부분에 관하여는 그 서류가 제출되지 아니한 것으로 보고 그 취지를 출원인에게 통지하여야 한다.<개정 2024. 10. 31.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제6장 특허협력 제76조(팩스에 의한 서류의 제출) ③	특허청장은 제1항에 따라 제출된 서류를 확인하기 위하여 해당 서류의 원본이 필요하면 14일 이내에 그 원본을 제출할 것을 해당 서류를 제출한 자에게 명할 수 있다.<개정 2009. 6. 30.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제6장 특허협력 제76조(팩스에 의한 서류의 제출) ④	"제3항에 따라 원본을 제출하려는 자는 별지 제35호서식의 서류제출서에 다음 각 호의 서류를 첨부하여 특허청 장에게 제출하여야 한다.<개정 2009. 6. 30.>
1. 제출명령을 받은 해당 서류의 원본 1통
2. 대리인에 의하여 절차를 밟는 경우에는 그 대리권을 증명하는 서류 1통"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제6장 특허협력 제76조(팩스에 의한 서류의 제출) ⑤	제3항에 따라 출원서, 발명의 설명, 청구범위, 필요한 도면 또는 요약서의 원본의 제출명령을 받은 자가 지정된 기 간에 그 원본을 제출하지 아니한 경우에는 「특허협력조약 규칙」(이하 “조약규칙”이라 한다) 92.4(g)(i)에 따라 그 출 원은 취하된 것으로 본다.<개정 2005. 2. 11., 2009. 6. 30., 2014. 12. 30.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제6장 특허협력 제76조(팩스에 의한 서류의 제출) ⑥	제3항에 따라 제5항에 따른 서류 외의 서류의 원본의 제출명령을 받은 자가 지정된 기간에 그 원본을 제출하지 아니한 경우에는 조약규칙 92.4(g)(ii)에 따라 그 서류는 제출되지 아니한 것으로 본다.<개정 2009. 6. 30.> [전문개정 1999. 7. 1.] [제목개정 2024. 10. 31.]
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제6장 특허협력 제77조(국제출원에 포함되어서는 아니되는 사항)	"국제출원에는 다음 각호의 사항이 포함되어서는 아니된다.
1. 공공의 질서에 반하는 표현 또는 도면
2. 선량한 풍속에 반하는 표현 또는 도면
3. 출원인외의 특정인의 생산물ㆍ방법 또는 출원이나 특허의 이점 또는 유효성을 비방하는 내용
4. 국제출원에 기재된 사항과 관련이 없거나 불필요한 내용 [전문개정 1999. 7. 1.]"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제6장 특허협력 제78조(대리인의 선임등) ①	국제출원에 관한 절차를 밟는 자는 그가 기명한 후 서명 또는 날인한 출원서 또는 제106조 의23제2항에 따른 국제예비심사청구서(이하 “국제예비심사청구서”라 한다)에 의하여 대리인 또는 대표자의 선임을 신고할 수 있다. <개정 2008. 12. 31.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제6장 특허협력 제78조(대리인의 선임등) ②	대리인 또는 대표자가 출원서 또는 국제예비심사청구서에 기명한 후 서명 또는 날인한 경우에는 출원인의 위임 장을 출원서 또는 국제예비심사청구서에 첨부하여야 한다.<개정 2008. 12. 31.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제6장 특허협력 제78조(대리인의 선임등) ③	"제1항 및 제2항에 따라 국제출원에 관한 절차를 밟는 자의 대리인 또는 대표자의 선임을 신고하지 아니한 자가 출원 후 또는 국제예비심사청구 후에 대리인 또는 대표자의 선임을 신고하거나 대리인 또는 대표자의 해임 또는 사 임을 신고하는 경우에는 별지 제36호서식의 신고서를 특허청장에게 제출하여야 한다. 이 경우 대리인의 선임 또는 대표자의 선임ㆍ해임을 신고하는 경우에는 그 신고내용을 증명하는 서류를 첨부하여 제출하여야 한다.<개정 2001.
6. 30., 2006. 12. 29., 2008. 12. 31.>"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제6장 특허협력 제78조(대리인의 선임등) ④	국제출원에 관한 절차를 밟는 자가 그 대리인 또는 대표자의 선임을 신고한 후에 새로운 대리인 또는 대표자의 선임을 신고하는 경우에는 조약규칙 90.6의 규정에 의하여 먼저 선임된 대리인 또는 대표자는 해임된 것으로 본다. 다만, 신고서에 먼저 선임된 대리인 또는 대표자를 계속하여 대리인 또는 대표자로 한다는 취지가 기재되어 있는 경 우에는 그러하지 아니하다. 특허법 시행규칙 [전문개정 1999. 7. 1.]
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제6장 특허협력 제79조(복대리인의 선임등) ①	국제출원에 관한 절차를 밟는 자의 대리인은 복대리인을 선임할 수 있다. 다만, 그 대리권 을 증명하는 서면에 복대리인을 선임할 수 없다는 취지가 기재되어 있는 경우에는 그러하지 아니하다.
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제6장 특허협력 제79조(복대리인의 선임등) ②	제1항에 따른 복대리인의 선임ㆍ해임 또는 사임을 신고하는 경우에는 별지 제36호서식의 신고서를 특허청장에 게 제출하여야 한다. 이 경우 복대리인의 선임을 신고하는 경우에는 그 신고내용을 증명하는 서류를 첨부하여 제출 하여야 한다.<개정 2001. 6. 30., 2006. 12. 29., 2008. 12. 31.> [전문개정 1999. 7. 1.]
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제6장 특허협력 제80조(포괄위임장의 제출등) ①	국제출원에 관한 절차를 밟는 자가 조약규칙 90.5(b)의 규정에 의한 포괄위임장을 제출 하는 경우에는 별지 제37호서식의 포괄위임장 제출서에 포괄위임을 증명하는 서류를 첨부하여 특허청장에게 제출 하여야 한다. <개정 2001. 6. 30., 2006. 12. 29.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제6장 특허협력 제80조(포괄위임장의 제출등) ②	제1항의 규정에 의하여 제출한 포괄위임장의 사본을 국제출원의 출원서ㆍ국제예비심사청구서 기타 국제출원에 관한 서류에 첨부하는 경우에는 법 제7조의 규정에 의한 서면에 의한 증명에 갈음할 수 있다.
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제6장 특허협력 제80조(포괄위임장의 제출등) ③	"국제출원의 출원인이 제1항에 따른 포괄위임장에 기재된 대리인의 해임 또는 사임을 신고하는 경우에는 별지 제 37호서식의 포괄대리인 해임신고서 또는 포괄대리인 사임신고서를 특허청장에게 제출하여야 한다.<개정 2001. 6.
30., 2006. 12. 29., 2008. 12. 31.> [전문개정 1999. 7. 1.]  제80조의2 삭제 <1999. 7. 1.>"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제6장 특허협력 제81조(성명등의 변경신고)	"국제출원에 관한 절차를 밟는 자 또는 그 대리인이나 대표자는 국제출원에 관한 절차를 밟 는 자의 성명이나 명칭ㆍ주소ㆍ국적ㆍ서명 또는 인감을 변경한 때, 대리인 또는 대표자의 성명이나 명칭ㆍ주소ㆍ서 명 또는 인감을 변경한 때 및 발명자의 성명 또는 주소가 변경된 때에는 지체없이 별지 제38호서식의 출원정보 변경 신고서에 다음 각 호의 서류를 첨부하여 특허청장에게 제출하여야 한다. <개정 2001. 6. 30., 2006. 12. 29., 2008. 12.
31., 2024. 10. 31.>
1. 신고사실을 증명하는 서류 1통
2. 대리인에 의하여 절차를 밟는 경우에는 그 대리권을 증명하는 서류 1통 [전문개정 1999. 7. 1.]"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제6장 특허협력 제82조(특허출원인 또는 발명자변경의 신고) ①	"국제출원에 관한 절차를 밟는 자 또는 발명자의 명의가 변경된 경우에 는 지체없이 별지 제38호서식의 출원정보 변경신고서를 특허청장에게 제출하여야 한다. <개정 2001. 6. 30., 2006.
12. 29.>"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제6장 특허협력 제82조(특허출원인 또는 발명자변경의 신고) ②	대리인에 의하여 절차를 밟는 경우에는 제1항의 규정에 의한 신고서에 그 대리권을 증명하는 서류를 첨부하여야 한다. [전문개정 1999. 7. 1.] [제목개정 2001. 6. 30.]
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제6장 특허협력 제83조(국제출원 외의 서류의 보정) ①	특허청장은 국제출원을 한 출원인이 제출한 서류(출원서, 발명의 설명, 청구범위, 도면 및 요약서를 제외한다)가 제2조 또는 제74조에 따른 요건을 충족하지 아니하는 때에는 기간을 정하여 서면으로 보정을 명하여야 한다. <개정 2014. 12. 30.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제6장 특허협력 제83조(국제출원 외의 서류의 보정) ②	제1항의 규정에 의한 보정을 하고자 하는 자는 별지 제39호서식의 보정서를 특허청장에게 제출하여야 한다.<개 정 2001. 6. 30., 2006. 12. 29.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제6장 특허협력 제83조(국제출원 외의 서류의 보정) ③	대리인에 의하여 절차를 밟는 경우에는 제2항의 규정에 의한 보정서에 그 대리권을 증명하는 서류를 첨부하여야 한다.<개정 2006. 12. 29.> 특허법 시행규칙
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제6장 특허협력 제83조(국제출원 외의 서류의 보정) ④	특허청장은 제1항의 규정에 의한 보정명령을 받은 자가 지정된 기간내에 서류를 보정하지 아니하는 때에는 당해 서류는 제출되지 아니한 것으로 보고 그 취지를 출원인에게 통지하여야 한다. [전문개정 1999. 7. 1.] [제목개정 2014. 12. 30.]
