법률규정	항목	내용
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제14조(화학생명심사국) ⑩	이차전지설계심사팀장은 셀구조설계, 전극구조설계, 전극제법, 셀주변장치 및 패키징의 특허출원ㆍ실용신안등록 출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<신설 2024. 6. 13.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제14조(화학생명심사국) ⑪	이차전지제어관리심사팀장은 셀제어, 회로시스템, 충방전제어, 배터리순환관리 및 차세대전지 분야의 특허출원 ㆍ실용신안등록출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<신설 2024. 6. 13.> 특허청과 그 소속기관 직제 시행규칙 [전문개정 2019. 11. 1.] [제목개정 2023. 4. 11.]
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제15조(기계금속심사국) ①	기계금속심사국장은 고위공무원단에 속하는 일반직공무원으로 보하되, 그 직위의 직무등급 은 나등급으로 한다. <개정 2023. 4. 11.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제15조(기계금속심사국) ②	기계금속심사국에 일반기계심사과, 제어기계심사과, 건설기술심사과, 자동차심사과, 동력기술심사과, 운송기계 심사과, 계측기술심사팀, 재료금속심사팀을 두되, 각 과장은 부이사관ㆍ과학기술서기관 또는 서기관으로 보하고, 각 팀장은 과학기술서기관ㆍ서기관ㆍ공업사무관ㆍ농업사무관ㆍ임업사무관ㆍ수의사무관ㆍ해양수산사무관ㆍ기상사무 관ㆍ보건사무관ㆍ의료기술사무관ㆍ의무사무관ㆍ약무사무관ㆍ환경사무관ㆍ항공사무관ㆍ시설사무관ㆍ전산사무관 ㆍ방송통신사무관ㆍ행정사무관 또는 사서사무관으로 보한다.<개정 2023. 4. 11., 2023. 8. 30.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제15조(기계금속심사국) ③	일반기계심사과장은 제동기계, 기계요소, 이송보관부품 및 광학부품 분야의 특허출원ㆍ실용신안등록출원에 관 한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2023. 4. 11.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제15조(기계금속심사국) ④	제어기계심사과장은 공작기계, 기계제어, 제어가공 및 이송제어 분야의 특허출원ㆍ실용신안등록출원에 관한 심 사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제15조(기계금속심사국) ⑤	건설기술심사과장은 국토기반, 수자원환경, 토목구조, 지오시스템 및 공기조화기기 분야의 특허출원ㆍ실용신안 등록출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2023. 6. 28.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제15조(기계금속심사국) ⑥	자동차심사과장은 차량섀시, 파워트레인, 차량공조 및 조명장치 분야의 특허출원ㆍ실용신안등록출원에 관한 심 사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제15조(기계금속심사국) ⑦	동력기술심사과장은 동력변환, 동력전달, 동력제어 및 동력추진 분야의 특허출원ㆍ실용신안등록출원에 관한 심 사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2023. 6. 28.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제15조(기계금속심사국) ⑧	운송기계심사과장은 조선해양시스템, 육상운송, 항공우주시스템 및 정밀시험 분야의 특허출원ㆍ실용신안등록출 원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2023. 4. 11., 2024. 6. 13.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제15조(기계금속심사국) ⑨	계측기술심사팀장은 화학바이오분석, 계측기계, 물성분석 및 측정시스템 분야의 특허출원ㆍ실용신안등록출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2023. 6. 28.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제15조(기계금속심사국) ⑩	재료금속심사팀장은 표면처리, 금속도금, 금속소재 및 금속가공 분야의 특허출원ㆍ실용신안등록출원에 관한 심 사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2023. 6. 28.> [전문개정 2019. 11. 1.] [제목개정 2023. 4. 11.]  제15조의2(반도체심사추진단)
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제15조(기계금속심사국) ①	반도체심사추진단장은 고위공무원단에 속하는 일반직공무원으로 보하되, 그 직위의 직무등급은 나등급으로 한다.
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제15조(기계금속심사국) ②	반도체심사추진단에 반도체제조공정심사과, 반도체설계심사과, 디스플레이심사과, 반도체소재심사팀, 반도체조 립공정심사팀 및 반도체제조장비심사팀을 두되, 각 과장은 부이사관ㆍ과학기술서기관 또는 서기관으로 보하고, 각 팀장은 과학기술서기관ㆍ서기관ㆍ공업사무관ㆍ농업사무관ㆍ임업사무관ㆍ수의사무관ㆍ해양수산사무관ㆍ기상사무 관ㆍ보건사무관ㆍ의료기술사무관ㆍ의무사무관ㆍ약무사무관ㆍ환경사무관ㆍ항공사무관ㆍ시설사무관ㆍ전산사무관 ㆍ방송통신사무관ㆍ행정사무관 또는 사서사무관으로 보한다.<개정 2023. 8. 30., 2024. 12. 30.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제15조(기계금속심사국) ③	반도체제조공정심사과장은 노광공정, 에칭공정, 증착공정, 소자공정 및 플라즈마공정 분야의 특허출원ㆍ실용신 안등록출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2024. 6. 13.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제15조(기계금속심사국) ④	반도체설계심사과장은 반도체소자, 반도체회로, 메모리회로, 반도체 응용설계 및 메모리소자 분야의 특허출원ㆍ 실용신안등록출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2024. 6. 13.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제15조(기계금속심사국) ⑤	디스플레이심사과장은 유기발광다이오드(OLED), 화상소자, 화상구동, 화상광학 및 화상응용 분야의 특허출원ㆍ 실용신안등록출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제15조(기계금속심사국) ⑥	반도체소재심사팀장은 반도체공정소재, 광화학소재, 전자부품소재 및 광반도체 분야의 특허출원ㆍ실용신안등록 출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다. 특허청과 그 소속기관 직제 시행규칙
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제15조(기계금속심사국) ⑦	반도체조립공정심사팀장은 인쇄회로기판, 패키지공정, 반도체계측, 반도체시험 및 패키지구조 분야의 특허출원 ㆍ실용신안등록출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2024. 6. 13.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제15조(기계금속심사국) ⑧	"반도체제조장비심사팀장은 기판처리장치, 기판이송장치, 유기박막제조공정, 유기소자적층공정 및 기판성막장치 분야의 특허출원ㆍ실용신안등록출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2024.
6. 13.> [본조신설 2023. 4. 11.] [제24조에서 이동, 종전 제15조의2는 제15조의3으로 이동 <2024. 12. 30.>]  제15조의3(소관사무의 일시조정) 기획조정관ㆍ국장 및 단장은 업무의 효율적 수행을 위하여 필요한 때에는 소관 담당 관, 과장 및 팀장이 분장하는 사무의 일부를 조정할 수 있다. <개정 2024. 12. 30.> [본조신설 2019. 11. 1.] [제15조의2에서 이동 <2024. 12. 30.>]"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제3장 특허심판원 제16조(특허심판원) ①	특허심판원장은 고위공무원단에 속하는 일반직공무원으로 보하되, 그 직위의 직무등급은 가등 급으로 한다.
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제3장 특허심판원 제16조(특허심판원) ②	"특허심판원에 두는 심판장 50명 중 10명은 고위공무원단에 속하는 일반직공무원으로 보하되, 그 직위의 직무등 급은 나등급으로 하고, 40명은 부이사관ㆍ과학기술서기관 또는 서기관으로 보한다.<개정 2020. 7. 14., 2023. 4. 11.,
2023. 8. 30.>"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제3장 특허심판원 제16조(특허심판원) ③	"특허심판원에 두는 심판관 56명은 과학기술서기관ㆍ서기관ㆍ공업사무관ㆍ농업사무관ㆍ임업사무관ㆍ수의사무 관ㆍ해양수산사무관ㆍ기상사무관ㆍ보건사무관ㆍ의료기술사무관ㆍ의무사무관ㆍ약무사무관ㆍ환경사무관ㆍ항공사 무관ㆍ시설사무관ㆍ전산사무관ㆍ방송통신사무관ㆍ행정사무관 또는 사서사무관으로 보한다.<개정 2014. 11. 11.,
2015. 11. 30., 2018. 3. 30., 2019. 11. 1., 2020. 7. 14., 2023. 8. 30.>"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제3장 특허심판원 제16조(특허심판원) ④	특허심판원에 심판정책과 및 송무과를 두되, 심판정책과장은 부이사관ㆍ과학기술서기관 또는 서기관으로 보하 고, 송무과장은 과학기술서기관ㆍ서기관ㆍ공업사무관ㆍ농업사무관ㆍ임업사무관ㆍ수의사무관ㆍ해양수산사무관ㆍ 기상사무관ㆍ보건사무관ㆍ의료기술사무관ㆍ의무사무관ㆍ약무사무관ㆍ환경사무관ㆍ항공사무관ㆍ시설사무관ㆍ전 산사무관ㆍ방송통신사무관ㆍ행정사무관 또는 사서사무관으로 보한다.<개정 2019. 11. 1., 2023. 8. 30.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제3장 특허심판원 제16조(특허심판원) ⑤	"고위공무원단에 속하는 일반직공무원으로 보하는 심판장은 다음 사항을 분장한다.<신설 2020. 7. 14.>
1. 소관 분야의 사건에 대한 심판처리 계획 수립 및 사건의 조정ㆍ배분
2. 소관 분야의 사건 중 신속한 심리가 필요한 사건의 심판 및 사무총괄
3. 소관 분야의 사건 중 5인 합의가 필요한 사건의 심판 및 사무 총괄
4. 소관 분야의 심판ㆍ소송에 관한 조사ㆍ연구 총괄"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제3장 특허심판원 제16조(특허심판원) ⑥	"부이사관ㆍ과학기술서기관 또는 서기관으로 보하는 심판장은 다음 사항을 분장한다.<개정 2020. 7. 14., 2023. 8.
30.>
1. 소관 분야의 심판
2. 소관 분야의 심판에 관한 사무 총괄(특허심판원장이 지정하는 사람으로 한정한다)
3. 소관 분야의 심판ㆍ소송에 관한 조사ㆍ연구"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제3장 특허심판원 제16조(특허심판원) ⑦	"심판관은 다음 사항을 분장한다.<개정 2020. 7. 14.>
1. 소관 분야의 심판
2. 소관 분야의 심판ㆍ소송에 관한 조사ㆍ연구"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제3장 특허심판원 제16조(특허심판원) ⑧	"심판정책과장은 다음 사항을 분장한다.<개정 2019. 11. 1., 2020. 7. 14., 2021. 3. 30.>
1. 심판처리 종합계획의 수립 특허청과 그 소속기관 직제 시행규칙
2. 심판제도 및 법령의 운영ㆍ개선
3. 특허심판원 소속 공무원의 인사ㆍ복무 및 교육훈련
4. 심판관 평가에 관한 사무
5. 예산ㆍ결산ㆍ회계ㆍ용도 및 물품관리
6. 산업재산권 심판제도 관련 각종 자료의 발간 및 배포
7. 심결문집ㆍ판결문집의 발간 및 배포
8. 심판청구서의 접수
9. 심판서류의 방식심사 및 보정서의 처리
10. 심판관의 지정ㆍ변경 및 지정통지서ㆍ변경통지서의 송부
11. 구술심리ㆍ증인신문의 참여 및 조서의 작성
12. 기일지정ㆍ기일변경 및 지정기간 연장승인의 통보
13. 심결확정의 통보 13의2. 국선대리인 제도의 운영
14. 심판 관련 통계작성 및 관리
15. 원내 문서의 분류ㆍ접수ㆍ발송ㆍ편찬ㆍ보존 및 관리
16. 보안 및 관인ㆍ관인대장의 관리
17. 그 밖에 산업재산권 심판행정에 관한 사항"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제3장 특허심판원 제16조(특허심판원) ⑨	"송무과장은 다음 사항을 분장한다.<개정 2019. 11. 1., 2020. 7. 14.>
1. 송무 관련 기본계획의 수립
2. 특허소송제도 및 법령의 운영ㆍ개선
3. 송무 관련 각종 자료의 발간 및 보급
4. 특허소송 관련 통계작성 및 관리
5. 소송수행자 지정ㆍ변경
6. 준비서면, 답변서 제출 등 소송수행
7. 소송사무에 관한 처리 보고 및 통보
8. 그 밖에 산업재산권 소송 및 송무행정에 관한 사항"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제4장 국 제17조(국제지식재산연수원) ①	국제지식재산연수원장은 고위공무원단에 속하는 일반직공무원으로 보하되, 그 직위의 직무등급은 나등급으로 한다.
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제4장 국 제17조(국제지식재산연수원) ②	"국제지식재산연수원에 교육기획과, 지식재산교육과 및 국제교육과를 두되, 각 과장은 과학기술서기관 또는 서기 관으로 보한다. 다만, 교육기획과장은 「행정기관의 조직과 정원에 관한 통칙」 제27조제2항에 따라 상호이체하여 배 정ㆍ운영하는 부이사관ㆍ과학기술서기관 또는 서기관으로 보할 수 있다.<개정 2017. 12. 29., 2018. 3. 30., 2023. 8.
30.>"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제4장 국 제17조(국제지식재산연수원) ③	"교육기획과장은 다음 사항을 분장한다.<개정 2019. 11. 1., 2021. 3. 30., 2022. 12. 23.>
1. 지식재산에 관한 교육의 기본계획 수립
2. 지식재산 교육에 관한 연감, 표준교재 등 관련 책자의 발간ㆍ배포 및 통계 관리
3. 지식재산에 관한 교육콘텐츠 및 교육기법의 연구ㆍ개발
4. 지식재산 관련 이러닝(e-learning) 계획 수립 및 운영
5. 교수요원의 원내ㆍ외 강의 및 교재에 대한 검토ㆍ심의
6. 교육운영에 대한 평가
7. 행정혁신 교육계획의 수립 및 시행 특허청과 그 소속기관 직제 시행규칙 7의2. 국가발명인재관의 운영 및 관리
8. 보안 및 관인ㆍ관인대장의 관리
9. 원내 문서의 분류ㆍ접수ㆍ발송ㆍ통제ㆍ보존 및 관리
10. 원내 공무원의 인사ㆍ복무 및 교육훈련
11. 원내 예산ㆍ결산ㆍ회계ㆍ용도ㆍ재산 및 물품관리
12. 도서관리
13. 청사의 관리 및 방호
14. 그 밖에 원내 다른 과의 소관에 속하지 아니하는 사항"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제4장 국 제17조(국제지식재산연수원) ④	"지식재산교육과장은 다음 사항을 분장한다.
1. 특허청 소속 공무원 및 임용예정자에 대한 교육과정의 계획 수립 및 운영
2. 중앙행정기관 및 지방자치단체 소속 공무원에 대한 지식재산 관련 교육과정의 계획 수립 및 운영
3. 기업ㆍ연구소 임직원 및 개인발명가 등 일반인에 대한 지식재산 관련 교육과정의 계획 수립 및 운영
4. 변리사 및 특허법률사무소 임직원 등 지식재산 전문인력에 대한 지식재산 관련 교육과정의 계획 수립 및 운영
5. 학생 및 교원에 대한 발명교육과정의 계획 수립 및 운영
6. 삭제<2019. 11. 1.>"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제4장 국 제17조(국제지식재산연수원) ⑤	"국제교육과장은 다음 사항을 분장한다.<개정 2019. 11. 1., 2021. 7. 27., 2022. 12. 23.>
1. 외국인 지식재산권 업무종사자에 대한 교육 계획의 수립 및 시행
2. 외국인 지식재산권 업무종사자에 대한 교육과정의 운영
3. 외국인 지식재산권 업무종사자에 대한 이러닝(e-learning)과정의 운영 및 교육콘텐츠의 연구ㆍ개발ㆍ확산 3의2. 특허청 소속 공무원에 대한 외국어 교육에 관한 사항
4. 특허청 심사관의 해외훈련 계획 수립 및 시행 4의2. 국제 지식재산 인력양성을 위한 계획 수립 및 시행
5. 그 밖에 국제 지식재산 교육에 관한 사항"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제5장 특허청서울사무소 제18조(특허청서울사무소) ①	특허청서울사무소장은 과학기술서기관 또는 서기관으로 보한다. <개정 2023. 8. 30.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제5장 특허청서울사무소 제18조(특허청서울사무소) ②	특허청서울사무소에 총괄지원과 및 출원등록과를 두되, 각 과장은 공업사무관ㆍ농업사무관ㆍ임업사무관ㆍ수의 사무관ㆍ해양수산사무관ㆍ기상사무관ㆍ보건사무관ㆍ의료기술사무관ㆍ의무사무관ㆍ약무사무관ㆍ환경사무관ㆍ항 공사무관ㆍ시설사무관ㆍ전산사무관ㆍ방송통신사무관ㆍ행정사무관 또는 사서사무관으로 보한다. 다만, 각 과장은 「 행정기관의 조직과 정원에 관한 통칙」 제27조제2항에 따라 상호이체하여 배정ㆍ운영하는 과학기술서기관ㆍ서기관 ㆍ공업사무관ㆍ농업사무관ㆍ임업사무관ㆍ수의사무관ㆍ해양수산사무관ㆍ기상사무관ㆍ보건사무관ㆍ의료기술사무 관ㆍ의무사무관ㆍ약무사무관ㆍ환경사무관ㆍ항공사무관ㆍ시설사무관ㆍ전산사무관ㆍ방송통신사무관ㆍ행정사무관 또는 사서사무관으로 보할 수 있다.<개정 2019. 11. 1., 2023. 4. 11., 2023. 8. 30.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제5장 특허청서울사무소 제18조(특허청서울사무소) ③	"총괄지원과장은 다음 사항을 분장한다.<개정 2023. 4. 11.>
1. 보안 및 관인 관리
2. 문서의 접수ㆍ발송ㆍ통제 및 직원의 복무ㆍ교육훈련
3. 예산의 집행ㆍ결산 및 물품관리
4. 전산시스템의 운영 및 서면으로 제출되는 서류의 전자문서화
5. 전산실의 운영 및 관리
6. 산업재산권 자료의 열람ㆍ복사
7. 산업재산권의 출원ㆍ등록ㆍ심판에 관한 각종 증명서와 등ㆍ초본의 발급
8. 특허증ㆍ등록증 발급 및 각종 등록원부의 열람 특허청과 그 소속기관 직제 시행규칙
9. 그 밖에 다른 과의 소관에 속하지 않는 사항"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제5장 특허청서울사무소 제18조(특허청서울사무소) ④	"출원등록과장은 다음 사항을 분장한다.<개정 2016. 10. 4.>
1. 산업재산권의 출원에 관한 서류의 접수 및 방식심사
2. 「특허협력조약」및 「표장의 국제등록에 관한 마드리드협정에 대한 의정서」에 따른 국제출원에 관한 서류의 접수
3. 산업재산권의 등록ㆍ변동에 관한 서류의 접수 및 방식심사
4. 접수증 및 출원번호 통지서의 발급
5. 산업재산권에 관한 고객상담실의 운영
6. 접수된 출원ㆍ등록서류의 본청 이송
7. 우선심사신청서의 접수
8. 출원인 등록, 특허고객번호정보변경, 전자문서이용등록, 포괄위임등록서류의 접수 및 방식심사
9. 이의신청 및 심판에 관한 서류의 접수"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제5장 특허청서울사무소 제18조(특허청서울사무소) ⑤	삭제<2023. 4. 11.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제6장 공무원의 정원 제19조(특허청에 두는 공무원의 정원) ①	특허청에 두는 공무원의 정원(「행정기관의 조직과 정원에 관한 통칙」 제25조 제1항에 따른 한시정원은 제외한다. 이하 이 조에서 같다)은 별표 1과 같다. 다만, 「특허청과 그 소속기관 직제」 제 31조제1항 단서에 따라 별표 1에 따른 총정원의 10퍼센트를 넘지 않는 범위에서 따로 정하는 공무원의 정원은 별표 2와 같다. <개정 2018. 3. 30., 2020. 12. 29., 2021. 7. 27., 2023. 8. 30., 2024. 2. 27.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제6장 공무원의 정원 제19조(특허청에 두는 공무원의 정원) ②	특허청에 두는 공무원의 정원 중 전자적 증거의 수집 및 분석 업무를 담당하는 2명(6급 2명) 및 그 밖의 정원 중 3명(3급 또는 4급 3명)은 임기제공무원으로 임용할 수 있다.<신설 2021. 7. 27., 2023. 8. 30., 2024. 2. 27.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제6장 공무원의 정원 제20조(소속기관에 두는 공무원의 정원) ①	"특허심판원에 두는 공무원의 정원은 별표 3과 같다. <개정 2018. 3. 30.,
2020. 12. 29., 2022. 12. 23.>"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제6장 공무원의 정원 제20조(소속기관에 두는 공무원의 정원) ②	"특허심판원에 두는 공무원의 정원 중 3명(3급 또는 4급 3명)은 임기제공무원으로 임용할 수 있다.<신설 2023. 8.
30.>"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제6장 공무원의 정원 제20조(소속기관에 두는 공무원의 정원) ③	"국제지식재산연수원에 두는 공무원의 정원은 별표 5와 같다.<개정 2017. 12. 29., 2018. 3. 30., 2020. 12. 29.,
2023. 8. 30.>"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제6장 공무원의 정원 제20조(소속기관에 두는 공무원의 정원) ④	"특허청서울사무소에 두는 공무원의 정원은 별표 7과 같다.<개정 2017. 12. 29., 2018. 3. 30., 2020. 12. 29., 2023.
8. 30., 2024. 12. 30.>  제21조 삭제 <2016. 5. 17.>  제21조의2(시간선택제채용공무원 정원의 운영) 「행정기관의 조직과 정원에 관한 통칙」 제24조제3항 및 「공무원임용 령」 제3조의3제1항에 따라 특허청과 그 소속기관에 두는 시간선택제채용공무원 정원은 특허청과 그 소속기관에 두 는 공무원의 정원 중 일부를 활용하여 운영할 수 있다. [전문개정 2020. 12. 29.]  제22조 삭제 <2023. 8. 30.>"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제7장 평가대상 제23조(평가대상 정원)	"특허청에 두는 평가대상 정원의 구체적인 사항은 별표 9와 같다. <개정 2019. 11. 1., 2024. 6.
13.> [본조신설 2018. 3. 30.] 특허청과 그 소속기관 직제 시행규칙 [제목개정 2024. 6. 13.]"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제8장 한시정원 <개정 제25조(한시정원)	상표 심사를 강화하기 위하여 「행정기관의 조직과 정원에 관한 통칙」 제25조제1항에 따라 2026년 2월 28일까지 별표 10에 따른 한시정원을 특허청에 둔다. [본조신설 2024. 2. 27.]
